course,institution,cluster_number,cutoff_points,year
BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,CHUKA UNIVERSITY,88,20.048,2020
BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,CHUKA UNIVERSITY,88,20.1,2021
BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,CHUKA UNIVERSITY,88,19.914,2022
BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,CHUKA UNIVERSITY,88,18.831,2023
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,88,24.596,2018
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,88,22.001,2019
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,88,20.048,2020
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,88,20.1,2021
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,88,19.914,2022
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,88,18.831,2023
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,91,28.117,2018
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,91,24.364,2019
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,91,27.45,2020
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,91,17.459,2021
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,91,16.974,2022
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,91,15.683,2023
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,91,28.836,2018
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,91,25.185,2019
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,91,27.737,2020
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,91,26.516,2021
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,91,26.238,2022
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,91,25.037,2023
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,94,15.864,2023
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,94,24.708,2018
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,94,28.137,2019
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,94,16.791,2020
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,94,17.459,2021
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,94,17.043,2022
BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,94,15.864,2023
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),MOI UNIVERSITY,94,25.413,2018
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),MOI UNIVERSITY,94,25.543,2019
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),MOI UNIVERSITY,94,16.791,2020
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),MOI UNIVERSITY,94,17.459,2021
BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),MOI UNIVERSITY,94,17.043,2022
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),KIBABII UNIVERSITY,94,27.32,2018
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),KIBABII UNIVERSITY,94,24.905,2019
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),KIBABII UNIVERSITY,94,16.791,2020
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),KIBABII UNIVERSITY,94,17.459,2021
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),KIBABII UNIVERSITY,94,17.043,2022
BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),KIBABII UNIVERSITY,94,15.864,2023
BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,95,25.422,2018
BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,95,24.74,2019
BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,95,24.893,2020
BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,95,22.926,2021
BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,95,22.916,2022
BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,95,22.449,2023
BACHELOR OF SCIENCE IN  CONFLICT RESOLUTION AND HUMANITARIAN ASSISTANCE,TURKANA UNIVERSITY COLLEGE,95,22.449,2023
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,35.537,2018
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,38.346,2019
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,38.119,2020
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,38.005,2021
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,38.166,2022
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,38.611,2023
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,97,38.061,2024
BACHELOR OF CO-OPERATIVE BUSINESS,CO-OPERATIVE UNIVERSITY OF KENYA,10,24.87,2018
BACHELOR OF CO-OPERATIVE BUSINESS,CO-OPERATIVE UNIVERSITY OF KENYA,10,24.944,2019
BACHELOR OF CO-OPERATIVE BUSINESS,CO-OPERATIVE UNIVERSITY OF KENYA,10,22.361,2020
BACHELOR OF CO-OPERATIVE BUSINESS,CO-OPERATIVE UNIVERSITY OF KENYA,10,22.544,2021
BACHELOR OF CO-OPERATIVE BUSINESS,CO-OPERATIVE UNIVERSITY OF KENYA,10,21.444,2022
BACHELOR OF CO-OPERATIVE BUSINESS,CO-OPERATIVE UNIVERSITY OF KENYA,10,21.375,2023
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,39.87,2018
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,39.879,2019
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,39.584,2020
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,36.497,2021
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,38.536,2022
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,38.302,2023
BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,16,38.276,2024
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,41.822,2018
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,42.036,2019
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,41.446,2020
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,37.774,2021
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,39.792,2022
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,39.539,2023
BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),MOI UNIVERSITY,16,27.907,2024
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,39.194,2018
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,39.832,2019
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,38.908,2020
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,37.275,2021
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,38.402,2022
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,37.35,2023
BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),UNIVERSITY OF ELDORET,16,37.697,2024
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,20,24.667,2018
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,20,26.008,2019
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,20,27.604,2020
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,20,22.926,2021
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,20,22.916,2022
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,20,22.449,2023
"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",RONGO UNIVERSITY,21,25.388,2018
"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",RONGO UNIVERSITY,21,25.399,2019
"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",RONGO UNIVERSITY,21,25.195,2020
"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",RONGO UNIVERSITY,21,22.926,2021
"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",RONGO UNIVERSITY,21,25.134,2022
"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",RONGO UNIVERSITY,21,22.449,2023
BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,MURANG'A UNIVERSITY OF TECHNOLOGY,21,26.586,2018
BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,MURANG'A UNIVERSITY OF TECHNOLOGY,21,24.55,2019
BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,MURANG'A UNIVERSITY OF TECHNOLOGY,21,24.855,2020
BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,MURANG'A UNIVERSITY OF TECHNOLOGY,21,22.926,2021
BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,MURANG'A UNIVERSITY OF TECHNOLOGY,21,22.916,2022
BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,MURANG'A UNIVERSITY OF TECHNOLOGY,21,22.449,2023
"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",MASENO UNIVERSITY,21,25.117,2018
"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",MASENO UNIVERSITY,21,24.745,2019
"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",MASENO UNIVERSITY,21,25.843,2020
"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",MASENO UNIVERSITY,21,22.926,2021
"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",MASENO UNIVERSITY,21,24.665,2022
"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",MASENO UNIVERSITY,21,22.449,2023
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,28.554,2018
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,29.565,2019
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,29.295,2020
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,22.627,2021
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,24.756,2022
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,21.123,2023
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,22,22.697,2024
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26,25.319,2018
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26,30.309,2019
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26,16.9,2020
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26,16.787,2021
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26,15.982,2022
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26,15.683,2023
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37,24.613,2018
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37,24.202,2019
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37,24.258,2020
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37,23.657,2021
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37,17.043,2022
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37,24.759,2023
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND MEDICAL STATISTICS,KIRINYAGA UNIVERSITY,37,24.469,2020
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND MEDICAL STATISTICS,KIRINYAGA UNIVERSITY,37,17.459,2021
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND MEDICAL STATISTICS,KIRINYAGA UNIVERSITY,37,17.043,2022
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND MEDICAL STATISTICS,KIRINYAGA UNIVERSITY,37,15.864,2023
BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,24.583,2018
BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,24.658,2019
BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,25.671,2020
BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,22.926,2021
BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,22.916,2022
BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44,22.449,2023
BACHELOR OF ARTS (ECONOMICS),RONGO UNIVERSITY,46,23.928,2018
BACHELOR OF ARTS (ECONOMICS),RONGO UNIVERSITY,46,24.023,2019
BACHELOR OF ARTS (ECONOMICS),RONGO UNIVERSITY,46,20.048,2020
BACHELOR OF ARTS (ECONOMICS),RONGO UNIVERSITY,46,20.1,2021
BACHELOR OF ARTS (ECONOMICS),RONGO UNIVERSITY,46,19.914,2022
BACHELOR OF ARTS (ECONOMICS),RONGO UNIVERSITY,46,18.831,2023
BACHELOR OF ARTS IN ECONOMICS,GARISSA UNIVERSITY,46,23.749,2018
BACHELOR OF ARTS IN ECONOMICS,GARISSA UNIVERSITY,46,24.289,2019
BACHELOR OF ARTS IN ECONOMICS,GARISSA UNIVERSITY,46,20.048,2020
BACHELOR OF ARTS IN ECONOMICS,GARISSA UNIVERSITY,46,20.1,2021
BACHELOR OF ARTS IN ECONOMICS,GARISSA UNIVERSITY,46,19.914,2022
BACHELOR OF ARTS IN ECONOMICS,GARISSA UNIVERSITY,46,18.831,2023
BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,KCA UNIVERSITY,46,22.992,2018
BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,KCA UNIVERSITY,46,24.31,2019
BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,KCA UNIVERSITY,46,20.048,2020
BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,KCA UNIVERSITY,46,20.1,2021
BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,KCA UNIVERSITY,46,19.914,2022
BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,KCA UNIVERSITY,46,18.831,2023
"BACHELOR OF ARTS (ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,46,23.47,2018
"BACHELOR OF ARTS (ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,46,24.059,2019
"BACHELOR OF ARTS (ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,46,20.048,2020
"BACHELOR OF ARTS (ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,46,20.1,2021
"BACHELOR OF ARTS (ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,46,19.914,2022
"BACHELOR OF ARTS (ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,46,18.831,2023
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,47,24.678,2018
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,47,23.694,2019
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,47,22.361,2020
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,47,22.544,2021
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,47,21.444,2022
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,47,21.375,2023
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,24.07,2018
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,25.194,2019
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,22.361,2020
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,22.544,2021
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,21.444,2022
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,21.375,2023
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,KISII UNIVERSITY,51,24.253,2024
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,54,26.267,2019
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,54,27.422,2020
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,54,28.049,2021
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,54,28.031,2022
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,54,29.648,2023
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,54,32.186,2024
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",54,25.036,2018
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",54,23.546,2019
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",54,20.048,2020
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",54,20.1,2021
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",54,19.914,2022
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",54,18.831,2023
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,28.125,2018
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,32.555,2019
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,30.596,2020
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,28.099,2021
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,19.914,2022
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,26.172,2023
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,54,27.978,2024
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,KIRINYAGA UNIVERSITY,57,17.043,2022
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,KIRINYAGA UNIVERSITY,57,15.864,2023
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,KENYA METHODIST UNIVERSITY,57,24.744,2018
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,KENYA METHODIST UNIVERSITY,57,24.99,2019
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,KENYA METHODIST UNIVERSITY,57,22.361,2020
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,KENYA METHODIST UNIVERSITY,57,17.459,2021
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND DEVELOPMENT,AMREF INTERNATIONAL UNIVERSITY,57,22.361,2020
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND DEVELOPMENT,AMREF INTERNATIONAL UNIVERSITY,57,17.459,2021
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND DEVELOPMENT,AMREF INTERNATIONAL UNIVERSITY,57,17.043,2022
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND DEVELOPMENT,AMREF INTERNATIONAL UNIVERSITY,57,15.864,2023
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,ST PAULS UNIVERSITY,57,24.928,2019
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,ST PAULS UNIVERSITY,57,22.361,2020
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,ST PAULS UNIVERSITY,57,17.459,2021
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,ST PAULS UNIVERSITY,57,17.043,2022
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,ST PAULS UNIVERSITY,57,15.864,2023
BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,AFRICA NAZARENE UNIVERSITY,69,24.963,2018
BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,AFRICA NAZARENE UNIVERSITY,69,24.734,2019
BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,AFRICA NAZARENE UNIVERSITY,69,25.32,2020
BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,AFRICA NAZARENE UNIVERSITY,69,22.926,2021
